2024-10-02 06:46, failed
2024-10-02 06:47, failed
2024-10-02 06:49, success
2024-10-02 06:49, failed
2024-10-02 07:40, failed
2024-10-02 07:40, failed
2024-10-02 07:42, success
2024-10-02 07:43, failed
2024-10-02 08:46, failed
2024-10-02 08:46, failed
2024-10-02 08:48, success
2024-10-02 08:48, failed
2024-10-02 09:42, failed
2024-10-02 09:42, failed
2024-10-02 09:44, success
2024-10-02 09:44, failed
2024-10-02 10:43, failed
2024-10-02 10:44, failed
2024-10-02 10:45, success
2024-10-02 10:46, failed
2024-10-02 11:39, failed
2024-10-02 11:40, failed
2024-10-02 11:42, success
2024-10-02 11:42, failed
2024-10-02 13:01, failed
2024-10-02 13:01, failed
2024-10-02 13:03, success
2024-10-02 13:04, failed
2024-10-02 13:42, failed
2024-10-02 13:42, failed
2024-10-02 13:44, success
2024-10-02 13:45, failed
2024-10-02 14:42, failed
2024-10-02 14:42, failed
2024-10-02 14:44, success
2024-10-02 14:44, failed
2024-10-02 15:43, failed
2024-10-02 15:43, failed
2024-10-02 15:45, success
2024-10-02 15:45, failed
2024-10-02 16:47, failed
2024-10-02 16:47, failed
2024-10-02 16:49, success
2024-10-02 16:49, failed
2024-10-02 17:40, failed
2024-10-02 17:40, failed
2024-10-02 17:42, success
2024-10-02 17:43, failed
2024-10-02 18:47, failed
2024-10-02 18:47, failed
2024-10-02 18:49, success
2024-10-02 18:49, failed
2024-10-02 19:41, failed
2024-10-02 19:41, failed
2024-10-02 19:43, success
2024-10-02 19:44, failed
2024-10-02 20:43, failed
2024-10-02 20:44, failed
2024-10-02 20:46, success
2024-10-02 20:46, failed
2024-10-02 21:42, failed
2024-10-02 21:42, failed
2024-10-02 21:44, success
2024-10-02 21:44, failed
2024-10-02 22:43, failed
2024-10-02 22:43, failed
2024-10-02 22:45, success
2024-10-02 22:46, failed
2024-10-02 23:40, failed
2024-10-02 23:41, failed
2024-10-02 23:42, success
2024-10-02 23:43, failed
2024-10-03 02:05, failed
2024-10-03 02:05, failed
2024-10-03 02:07, success
2024-10-03 02:07, failed
2024-10-03 03:03, failed
2024-10-03 03:03, failed
2024-10-03 03:05, success
2024-10-03 03:05, failed
2024-10-03 03:44, failed
2024-10-03 03:45, failed
2024-10-03 03:47, success
2024-10-03 03:47, failed
2024-10-03 04:45, failed
2024-10-03 04:46, failed
2024-10-03 04:47, success
2024-10-03 04:48, failed
2024-10-03 05:42, failed
2024-10-03 05:43, failed
2024-10-03 05:44, success
2024-10-03 05:45, failed
2024-10-03 06:47, failed
2024-10-03 06:47, failed
2024-10-03 06:49, success
2024-10-03 06:49, failed
2024-10-03 07:40, failed
2024-10-03 07:40, failed
2024-10-03 07:42, success
2024-10-03 07:42, failed
2024-10-03 08:45, failed
2024-10-03 08:46, failed
2024-10-03 08:48, success
2024-10-03 08:48, failed
2024-10-03 09:41, failed
2024-10-03 09:42, failed
2024-10-03 09:44, success
2024-10-03 09:44, failed
2024-10-03 10:44, failed
2024-10-03 10:44, failed
2024-10-03 10:46, success
2024-10-03 10:46, failed
2024-10-03 11:40, failed
2024-10-03 11:40, failed
2024-10-03 11:42, success
2024-10-03 11:42, failed
2024-10-03 13:01, failed
2024-10-03 13:02, failed
2024-10-03 13:03, success
2024-10-03 13:04, failed
2024-10-03 13:42, failed
2024-10-03 13:43, failed
2024-10-03 13:44, success
2024-10-03 13:45, failed
2024-10-03 14:43, failed
2024-10-03 14:44, failed
2024-10-03 14:46, success
2024-10-03 14:46, failed
2024-10-03 15:42, failed
2024-10-03 15:43, failed
2024-10-03 15:44, success
2024-10-03 15:45, failed
2024-10-03 16:47, failed
2024-10-03 16:47, failed
2024-10-03 16:49, success
2024-10-03 16:49, failed
2024-10-03 17:42, failed
2024-10-03 17:42, failed
2024-10-03 17:44, success
2024-10-03 17:44, failed
2024-10-03 18:46, failed
2024-10-03 18:46, failed
2024-10-03 18:48, success
2024-10-03 18:49, failed
2024-10-03 19:40, failed
2024-10-03 19:40, failed
2024-10-03 19:42, success
2024-10-03 19:43, failed
2024-10-03 20:41, failed
2024-10-03 20:42, failed
2024-10-03 20:44, success
2024-10-03 20:44, failed
2024-10-03 21:40, failed
2024-10-03 21:40, failed
2024-10-03 21:42, success
2024-10-03 21:42, failed
2024-10-03 22:42, failed
2024-10-03 22:43, failed
2024-10-03 22:45, success
2024-10-03 22:45, failed
2024-10-03 23:41, failed
2024-10-03 23:41, failed
2024-10-03 23:43, success
2024-10-03 23:43, failed
2024-10-04 02:05, failed
2024-10-04 02:05, failed
2024-10-04 02:07, success
2024-10-04 02:07, failed
2024-10-04 03:03, failed
2024-10-04 03:03, failed
2024-10-04 03:05, success
2024-10-04 03:05, failed
2024-10-04 03:44, failed
2024-10-04 03:44, failed
2024-10-04 03:46, success
2024-10-04 03:47, failed
2024-10-04 04:44, failed
2024-10-04 04:44, failed
2024-10-04 04:46, success
2024-10-04 04:46, failed
2024-10-04 05:43, failed
2024-10-04 05:43, failed
2024-10-04 05:45, success
2024-10-04 05:45, failed
2024-10-04 06:48, failed
2024-10-04 06:48, failed
2024-10-04 06:50, success
2024-10-04 06:50, failed
2024-10-04 07:40, failed
2024-10-04 07:40, failed
2024-10-04 07:42, success
2024-10-04 07:42, failed
2024-10-04 08:45, failed
2024-10-04 08:45, failed
2024-10-04 08:47, success
2024-10-04 08:48, failed
2024-10-04 09:43, failed
2024-10-04 09:44, failed
2024-10-04 09:45, success
2024-10-04 09:46, failed
2024-10-04 10:44, failed
2024-10-04 10:44, failed
2024-10-04 10:46, success
2024-10-04 10:47, failed
2024-10-04 11:40, failed
2024-10-04 11:40, failed
2024-10-04 11:42, success
2024-10-04 11:42, failed
2024-10-04 13:01, failed
2024-10-04 13:01, failed
2024-10-04 13:03, success
2024-10-04 13:04, failed
2024-10-04 13:42, failed
2024-10-04 13:42, failed
2024-10-04 13:44, success
2024-10-04 13:45, failed
2024-10-04 14:41, failed
2024-10-04 14:42, failed
2024-10-04 14:44, success
2024-10-04 14:44, failed
2024-10-04 15:42, failed
2024-10-04 15:42, failed
2024-10-04 15:44, success
2024-10-04 15:44, failed
2024-10-04 16:46, failed
2024-10-04 16:47, failed
2024-10-04 16:49, success
2024-10-04 16:49, failed
2024-10-04 17:41, failed
2024-10-04 17:41, failed
2024-10-04 17:43, success
2024-10-04 17:43, failed
2024-10-04 18:45, failed
2024-10-04 18:46, failed
2024-10-04 18:48, success
2024-10-04 18:48, failed
2024-10-04 19:39, failed
2024-10-04 19:40, failed
2024-10-04 19:42, success
2024-10-04 19:42, failed
2024-10-04 20:41, failed
2024-10-04 20:41, failed
2024-10-04 20:43, success
2024-10-04 20:44, failed
2024-10-04 21:40, failed
2024-10-04 21:40, failed
2024-10-04 21:42, success
2024-10-04 21:42, failed
2024-10-04 22:42, failed
2024-10-04 22:42, failed
2024-10-04 22:44, success
2024-10-04 22:44, failed
2024-10-04 23:40, failed
2024-10-04 23:40, failed
2024-10-04 23:42, success
2024-10-04 23:42, failed
2024-10-05 02:03, failed
2024-10-05 02:04, failed
2024-10-05 02:05, success
2024-10-05 02:06, failed
2024-10-05 03:01, failed
2024-10-05 03:02, failed
2024-10-05 03:04, success
2024-10-05 03:04, failed
2024-10-05 03:43, failed
2024-10-05 03:43, failed
2024-10-05 03:45, success
2024-10-05 03:45, failed
2024-10-05 04:44, failed
2024-10-05 04:44, failed
2024-10-05 04:46, success
2024-10-05 04:46, failed
2024-10-05 05:41, failed
2024-10-05 05:42, failed
2024-10-05 05:43, success
2024-10-05 05:44, failed
2024-10-05 06:45, failed
2024-10-05 06:45, failed
2024-10-05 06:47, success
2024-10-05 06:47, failed
2024-10-05 07:39, failed
2024-10-05 07:39, failed
2024-10-05 07:41, success
2024-10-05 07:41, failed
2024-10-05 08:44, failed
2024-10-05 08:44, failed
2024-10-05 08:46, success
2024-10-05 08:46, failed
2024-10-05 09:41, failed
2024-10-05 09:41, failed
2024-10-05 09:43, success
2024-10-05 09:44, failed
2024-10-05 10:41, failed
2024-10-05 10:42, failed
2024-10-05 10:44, success
2024-10-05 10:44, failed
2024-10-05 11:39, failed
2024-10-05 11:40, failed
2024-10-05 11:42, success
2024-10-05 11:42, failed
2024-10-05 12:58, failed
2024-10-05 12:58, failed
2024-10-05 13:00, success
2024-10-05 13:00, failed
2024-10-05 13:39, failed
2024-10-05 13:40, failed
2024-10-05 13:42, success
2024-10-05 13:42, failed
2024-10-05 14:40, failed
2024-10-05 14:40, failed
2024-10-05 14:42, success
2024-10-05 14:42, failed
2024-10-05 15:40, failed
2024-10-05 15:40, failed
2024-10-05 15:42, success
2024-10-05 15:42, failed
2024-10-05 16:44, failed
2024-10-05 16:44, failed
2024-10-05 16:46, success
2024-10-05 16:46, failed
2024-10-05 17:40, failed
2024-10-05 17:40, failed
2024-10-05 17:42, success
2024-10-05 17:43, failed
2024-10-05 18:43, failed
2024-10-05 18:43, failed
2024-10-05 18:45, success
2024-10-05 18:46, failed
2024-10-05 19:39, failed
2024-10-05 19:39, failed
2024-10-05 19:41, success
2024-10-05 19:41, failed
2024-10-05 20:40, failed
2024-10-05 20:40, failed
2024-10-05 20:42, success
2024-10-05 20:42, failed
2024-10-05 21:41, failed
2024-10-05 21:41, failed
2024-10-05 21:43, success
2024-10-05 21:43, failed
2024-10-05 22:42, failed
2024-10-05 22:42, failed
2024-10-05 22:44, success
2024-10-05 22:44, failed
2024-10-05 23:40, failed
2024-10-05 23:40, failed
2024-10-05 23:42, success
2024-10-05 23:43, failed
2024-10-06 02:11, failed
2024-10-06 02:11, failed
2024-10-06 02:13, success
2024-10-06 02:14, failed
2024-10-06 03:07, failed
2024-10-06 03:07, failed
2024-10-06 03:09, success
2024-10-06 03:10, failed
2024-10-06 03:45, failed
2024-10-06 03:46, failed
2024-10-06 03:48, success
2024-10-06 03:48, failed
2024-10-06 04:43, failed
2024-10-06 04:44, failed
2024-10-06 04:46, success
2024-10-06 04:46, failed
2024-10-06 05:41, failed
2024-10-06 05:41, failed
2024-10-06 05:43, success
2024-10-06 05:43, failed
2024-10-06 06:45, failed
2024-10-06 06:45, failed
2024-10-06 06:47, success
2024-10-06 06:47, failed
2024-10-06 07:40, failed
2024-10-06 07:40, failed
2024-10-06 07:42, success
2024-10-06 07:42, failed
2024-10-06 08:43, failed
2024-10-06 08:44, failed
2024-10-06 08:46, success
2024-10-06 08:46, failed
2024-10-06 09:40, failed
2024-10-06 09:40, failed
2024-10-06 09:42, success
2024-10-06 09:43, failed
2024-10-06 10:43, failed
2024-10-06 10:43, failed
2024-10-06 10:45, success
2024-10-06 10:45, failed
2024-10-06 11:40, failed
2024-10-06 11:41, failed
2024-10-06 11:43, success
2024-10-06 11:43, failed
2024-10-06 12:58, failed
2024-10-06 12:58, failed
2024-10-06 13:00, success
2024-10-06 13:00, failed
2024-10-06 13:39, failed
2024-10-06 13:40, failed
2024-10-06 13:42, success
2024-10-06 13:42, failed
2024-10-06 14:41, failed
2024-10-06 14:41, failed
2024-10-06 14:43, success
